# waiting_times,queue_lengths
5.295397545773823822e+00,4.000000000000000000e+00
1.145352478055798429e+00,2.000000000000000000e+00
7.342914292719058267e-01,1.000000000000000000e+00
3.817370795455303778e-01,1.000000000000000000e+00
1.163908731069085434e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.925872535475718905e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.468283736896410119e-01,0.000000000000000000e+00
3.217094657715051653e-01,1.000000000000000000e+00
5.570062403665190232e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.455006662030598363e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.335720956206387200e-01,0.000000000000000000e+00
2.786110528069798420e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
9.221254528727342858e-01,0.000000000000000000e+00
2.111400092398923789e+00,1.000000000000000000e+00
3.341327421746882465e+00,1.000000000000000000e+00
3.851284279972361446e+00,2.000000000000000000e+00
2.170787592867242211e+00,2.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.529406446855119839e+00,0.000000000000000000e+00
9.998095127517672154e-01,1.000000000000000000e+00
1.596502701616884679e+00,2.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.911846220198441415e+00,0.000000000000000000e+00
2.478759418350506394e+00,1.000000000000000000e+00
1.808705988916727847e+00,1.000000000000000000e+00
7.050448914097273700e-01,1.000000000000000000e+00
2.471669549072146310e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.513750649453129427e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.783074852755987649e-01,0.000000000000000000e+00
9.030245468406405962e-02,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.572726640121913988e-02,0.000000000000000000e+00
4.065110371715547899e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.314102884059536791e-01,0.000000000000000000e+00
9.053500747177167796e-02,0.000000000000000000e+00
7.725062979194774471e-01,0.000000000000000000e+00
7.918603662597547554e-01,1.000000000000000000e+00
2.094431344470649492e+00,0.000000000000000000e+00
3.353962421028796825e+00,1.000000000000000000e+00
1.343571006749385788e+00,1.000000000000000000e+00
1.923470481790161557e+00,1.000000000000000000e+00
2.615504464305075771e+00,1.000000000000000000e+00
2.036784977268212060e+00,1.000000000000000000e+00
2.150568224959300778e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.301001133390627729e-02,0.000000000000000000e+00
6.431771053285046946e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.485188379207556864e-01,0.000000000000000000e+00
1.357376660417969561e+00,1.000000000000000000e+00
5.286217497056554748e+00,2.000000000000000000e+00
4.442988749718068675e+00,1.000000000000000000e+00
6.537341432862803003e+00,2.000000000000000000e+00
3.126099557461998302e+00,2.000000000000000000e+00
3.309682172802297373e+00,2.000000000000000000e+00
3.317261010034826541e+00,3.000000000000000000e+00
5.244015657464672131e+00,2.000000000000000000e+00
1.784030655272829335e+00,1.000000000000000000e+00
5.478568970106039160e-01,0.000000000000000000e+00
7.415594884537313192e-01,1.000000000000000000e+00
2.987131204452737165e+00,2.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.106040771112134280e-01,0.000000000000000000e+00
1.278199643047003065e+00,0.000000000000000000e+00
1.484258215062311592e+00,1.000000000000000000e+00
8.637062182458521420e-01,2.000000000000000000e+00
6.968438983257669861e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.092193210926211577e-01,0.000000000000000000e+00
9.358769555746562219e-01,1.000000000000000000e+00
1.765440263729317394e+00,1.000000000000000000e+00
1.679276386864160031e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.185919720923266141e+00,0.000000000000000000e+00
4.026801465402058966e-01,0.000000000000000000e+00
