# waiting_times,queue_lengths
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.400981698191584357e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.836442088831562458e+00,0.000000000000000000e+00
1.306854848787745382e+00,1.000000000000000000e+00
9.652424646868738023e-01,1.000000000000000000e+00
9.524204220394150155e-01,2.000000000000000000e+00
6.410614335454134505e-01,2.000000000000000000e+00
2.333560286574449805e+00,1.000000000000000000e+00
2.326783079747531957e+00,1.000000000000000000e+00
2.051653671615582653e+00,2.000000000000000000e+00
1.761694390155351897e+00,3.000000000000000000e+00
7.601406079454950060e+00,3.000000000000000000e+00
6.555073887587091974e+00,1.000000000000000000e+00
5.659238761512991545e+00,2.000000000000000000e+00
6.556956674341623881e+00,3.000000000000000000e+00
6.517278902208655467e+00,4.000000000000000000e+00
9.994222883231795862e+00,5.000000000000000000e+00
6.539359107447090480e+00,3.000000000000000000e+00
6.236887819858800697e+00,3.000000000000000000e+00
6.305118051116188838e+00,4.000000000000000000e+00
8.144957734755003287e+00,4.000000000000000000e+00
9.153888478760023872e+00,5.000000000000000000e+00
1.081282037593541645e+01,6.000000000000000000e+00
8.875776593630419598e+00,5.000000000000000000e+00
1.047381404152295659e+01,6.000000000000000000e+00
9.711050581422220773e+00,5.000000000000000000e+00
9.824949354542724222e+00,6.000000000000000000e+00
8.670392624107456925e+00,7.000000000000000000e+00
6.332199560151998696e+00,6.000000000000000000e+00
4.009993297259867973e+00,5.000000000000000000e+00
1.729310587230379781e+00,2.000000000000000000e+00
1.678952866815116352e+00,1.000000000000000000e+00
1.394582330916428248e+00,1.000000000000000000e+00
1.212280163097538832e+00,2.000000000000000000e+00
3.135813451565276466e+00,2.000000000000000000e+00
2.129499227941941797e+00,1.000000000000000000e+00
1.516137898049819910e+00,2.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.797845017731056316e+00,0.000000000000000000e+00
2.411918490981975083e+00,1.000000000000000000e+00
5.552241978520129351e-01,1.000000000000000000e+00
2.417759997440029451e+00,2.000000000000000000e+00
3.069075040862870196e+00,1.000000000000000000e+00
3.483060421363113335e+00,2.000000000000000000e+00
4.390584698033094924e+00,3.000000000000000000e+00
7.385836827654287617e+00,4.000000000000000000e+00
8.664513461593841726e+00,5.000000000000000000e+00
8.936064948877884717e+00,6.000000000000000000e+00
7.241945176278065333e+00,6.000000000000000000e+00
8.192385020452263689e+00,7.000000000000000000e+00
7.695334521765147429e+00,8.000000000000000000e+00
2.742497988846309909e+00,5.000000000000000000e+00
3.123351088959253730e+00,6.000000000000000000e+00
3.418669664681416975e+00,6.000000000000000000e+00
3.696594831721142782e+00,6.000000000000000000e+00
4.257213442050030494e+00,7.000000000000000000e+00
3.990408976233041471e+00,4.000000000000000000e+00
2.818508461622499794e+00,2.000000000000000000e+00
1.836306718132632909e+00,1.000000000000000000e+00
1.380617230140728680e+00,1.000000000000000000e+00
5.594737352265752861e-01,1.000000000000000000e+00
1.033758421996353150e+00,2.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.961127843561399686e-01,0.000000000000000000e+00
6.862527017459427725e-01,1.000000000000000000e+00
8.240693323538437198e-01,2.000000000000000000e+00
1.720152143835335323e+00,3.000000000000000000e+00
5.033823690669635198e+00,1.000000000000000000e+00
7.219121505320416077e+00,1.000000000000000000e+00
7.513382897304836661e+00,2.000000000000000000e+00
8.087199461791556132e+00,3.000000000000000000e+00
8.610339039631909941e+00,4.000000000000000000e+00
7.533377151087947254e+00,4.000000000000000000e+00
7.669278867537897781e+00,5.000000000000000000e+00
7.700049862136211232e+00,6.000000000000000000e+00
7.234042011271341721e+00,7.000000000000000000e+00
6.080151404404801951e+00,8.000000000000000000e+00
6.163963951857368784e+00,9.000000000000000000e+00
6.116429604103984730e+00,1.000000000000000000e+01
5.923575917137796409e+00,1.100000000000000000e+01
6.538272618272827685e+00,1.100000000000000000e+01
8.643372479970949485e+00,1.200000000000000000e+01
6.282093214730210207e+00,9.000000000000000000e+00
6.366632753416197943e+00,6.000000000000000000e+00
5.452486078520024648e+00,4.000000000000000000e+00
5.595603541821461135e+00,5.000000000000000000e+00
5.471921951357671787e+00,6.000000000000000000e+00
4.124804185549095337e+00,6.000000000000000000e+00
5.855135135964687265e+00,6.000000000000000000e+00
5.149348535967675389e+00,7.000000000000000000e+00
1.053065939604110213e+00,2.000000000000000000e+00
2.187858668782723726e+00,3.000000000000000000e+00
2.434527540684399582e+00,4.000000000000000000e+00
1.510556292576822557e+00,2.000000000000000000e+00
2.093377006053017908e+00,3.000000000000000000e+00
2.171113070032646419e+00,2.000000000000000000e+00
2.800204295860211801e+00,3.000000000000000000e+00
3.049610812968097662e+00,4.000000000000000000e+00
5.268645115788302746e+00,5.000000000000000000e+00
6.586592129303610932e+00,5.000000000000000000e+00
7.196804445249583182e+00,6.000000000000000000e+00
7.266512654663571880e+00,6.000000000000000000e+00
6.212754343102190546e+00,5.000000000000000000e+00
6.198378302176465127e+00,5.000000000000000000e+00
8.002707679118159945e+00,6.000000000000000000e+00
1.007509897833583068e+01,7.000000000000000000e+00
8.789214455313853591e+00,8.000000000000000000e+00
9.094814201256014030e+00,8.000000000000000000e+00
8.355412617288862975e+00,7.000000000000000000e+00
8.474435270456297076e+00,7.000000000000000000e+00
7.006511027559128024e+00,6.000000000000000000e+00
6.825545313593295305e+00,6.000000000000000000e+00
5.018774631046852619e+00,5.000000000000000000e+00
3.838875301662227457e+00,2.000000000000000000e+00
3.711175459915523334e+00,3.000000000000000000e+00
3.265950855668847908e+00,3.000000000000000000e+00
3.782689379631307247e+00,4.000000000000000000e+00
1.877519539825954098e+00,1.000000000000000000e+00
8.622870952052608118e-02,0.000000000000000000e+00
5.693124302409643178e+00,0.000000000000000000e+00
6.056282424190243319e+00,1.000000000000000000e+00
6.069506160282855944e+00,2.000000000000000000e+00
8.037377528401322024e+00,3.000000000000000000e+00
7.014537153146875426e+00,4.000000000000000000e+00
6.887533439264501567e+00,5.000000000000000000e+00
6.796092187442667409e+00,6.000000000000000000e+00
6.896463498321139696e+00,6.000000000000000000e+00
7.542866394003766572e+00,6.000000000000000000e+00
5.625310660186926270e+00,6.000000000000000000e+00
6.239687665273862649e+00,7.000000000000000000e+00
