# avg_waiting_times, avg_queue_lengths
3.171014961449158509e+00,2.488960000000000150e+01
2.370739632768463334e+00,1.847830000000000084e+01
3.236001246990319657e+00,2.540309999999999846e+01
3.051127796405851189e+00,2.392150000000000176e+01
4.666742087686888141e+00,3.685060000000000002e+01
3.426827212407316914e+00,2.693090000000000117e+01
5.866088489546267049e+00,4.644089999999999918e+01
3.401019445076712167e+00,2.671239999999999881e+01
4.478374424055304281e+00,3.533550000000000324e+01
7.592663729956044882e+00,6.025419999999999732e+01
4.309956822891629180e+00,3.398469999999999658e+01
2.874604734848964505e+00,2.250560000000000116e+01
1.875217638608992932e+00,1.452870000000000061e+01
4.019313033705748772e+00,3.166600000000000037e+01
1.821556195049351290e+00,1.409830000000000005e+01
3.375368291325916648e+00,2.652599999999999980e+01
2.149345816420034527e+00,1.672109999999999985e+01
5.161790210687513536e+00,4.079359999999999786e+01
3.615151641252125625e+00,2.843199999999999861e+01
3.647058376595754936e+00,2.868120000000000047e+01
2.615539739959380938e+00,2.044689999999999941e+01
8.206206767191432050e+00,6.515959999999999752e+01
1.792361886514143077e+00,1.386529999999999951e+01
3.832582285123808941e+00,3.017249999999999943e+01
9.811251021703752073e+00,7.800929999999999609e+01
2.284332763387036724e+00,1.780209999999999937e+01
2.737134670983933482e+00,2.140769999999999840e+01
3.091385775423953319e+00,2.425450000000000017e+01
1.969932545528546353e+00,1.527289999999999992e+01
2.617064035913382991e+00,2.044969999999999999e+01
4.798046995244050095e+00,3.789600000000000080e+01
1.312001721777561691e+00,1.002860000000000085e+01
4.292706619034796667e+00,3.384640000000000271e+01
3.188513897430185651e+00,2.502449999999999974e+01
4.782131948747806227e+00,3.776939999999999742e+01
3.997458227477034054e+00,3.148509999999999920e+01
7.194230875838677264e+00,5.706490000000000151e+01
1.821292409427491599e+00,1.409120000000000061e+01
2.587683326678422713e+00,2.021979999999999933e+01
7.046097015275356590e+00,5.585969999999999658e+01
4.664543519099853874e+00,3.682780000000000342e+01
2.054360530147673281e+00,1.596340000000000003e+01
3.464990096416457721e+00,2.722640000000000171e+01
4.068304212171488743e+00,3.205369999999999919e+01
2.533951539019186239e+00,1.979339999999999833e+01
2.660412523456956002e+00,2.079820000000000135e+01
4.439641417257485401e+00,3.502779999999999916e+01
1.923057311469779540e+00,1.490750000000000064e+01
1.977930879594127944e+00,1.535030000000000072e+01
3.071998032332831308e+00,2.408759999999999835e+01
2.505331903031055685e+00,1.956739999999999924e+01
2.934470698171598002e+00,2.298839999999999861e+01
1.122905507454282592e+01,8.934099999999999397e+01
2.826527454145041141e+00,2.212509999999999977e+01
2.224707125348555525e+00,1.732339999999999947e+01
3.076442736984262183e+00,2.412079999999999913e+01
2.330803340839223470e+00,1.816519999999999868e+01
1.736878185661447693e+00,1.341590000000000060e+01
1.312206020230774373e+00,1.003020000000000067e+01
2.470071218777664779e+00,1.928069999999999951e+01
3.824611672118151340e+00,3.012470000000000070e+01
2.442524396628670047e+00,1.904720000000000013e+01
1.424626535762098190e+00,1.093120000000000047e+01
3.803362089868556506e+00,2.993400000000000105e+01
3.024064117647243144e+00,2.371420000000000172e+01
1.566383166904738999e+00,1.205579999999999963e+01
2.538334989517601059e+00,1.981520000000000081e+01
3.128379207305806098e+00,2.454639999999999844e+01
1.659676971585747118e+00,1.280630000000000024e+01
1.509002750030852713e+00,1.158689999999999998e+01
3.338718430223968525e+00,2.621880000000000166e+01
1.646786035985559726e+00,1.268580000000000041e+01
3.590935965779782357e+00,2.824080000000000013e+01
7.487560207653540800e+00,5.939889999999999759e+01
2.802209687417569928e+00,2.193860000000000099e+01
6.009524148173824187e+00,4.757430000000000092e+01
3.260191915553804609e+00,2.560529999999999973e+01
1.257577921815117605e+01,1.001110000000000042e+02
1.607189350817312734e+00,1.239429999999999943e+01
3.582119949312098317e+00,2.816949999999999932e+01
3.152561210847069084e+00,2.473079999999999856e+01
3.058504722651634200e+00,2.398310000000000031e+01
3.904686673136256392e+00,3.075400000000000134e+01
1.508253077639079232e+00,1.159900000000000020e+01
1.938823242466215291e+00,1.503839999999999932e+01
1.634738236124365862e+00,1.260060000000000002e+01
3.715748979175911515e+00,2.924170000000000158e+01
2.794745003949618667e+00,2.188210000000000122e+01
3.405022162713574829e+00,2.674820000000000064e+01
1.968540473581763317e+00,1.527020000000000088e+01
4.617904714588346948e+00,3.644859999999999900e+01
2.690295776330062782e+00,2.104729999999999990e+01
8.118355773073458792e+00,6.445159999999999911e+01
3.062788464803968047e+00,2.402029999999999887e+01
3.738364789714782255e+00,2.942139999999999844e+01
1.777944381799918538e+00,1.374370000000000047e+01
4.808814436751199572e+00,3.796329999999999671e+01
3.951267381267941747e+00,3.112440000000000140e+01
1.947228624021445365e+00,1.509720000000000084e+01
4.146549524652034968e+00,3.267990000000000350e+01
2.072359328445188442e+00,1.609639999999999915e+01
2.539833741287912616e+00,1.984380000000000166e+01
8.732121604335713272e+00,6.937030000000000030e+01
2.270292703790255384e+00,1.768519999999999825e+01
4.570280360824200194e+00,3.607950000000000301e+01
8.332578862075489923e+00,6.617230000000000700e+01
2.080203692291207052e+00,1.614509999999999934e+01
7.849342547774533330e+00,6.230409999999999826e+01
2.058812178725539344e+00,1.599520000000000053e+01
2.414957651995263799e+00,1.883940000000000126e+01
2.715100548226037080e+00,2.124060000000000059e+01
3.579925344708620116e+00,2.816179999999999950e+01
1.488598093639361020e+00,1.143599999999999994e+01
3.506262194608866345e+00,2.755509999999999948e+01
2.043164223512106581e+00,1.586120000000000019e+01
4.566123578414114093e+00,3.604290000000000305e+01
9.578334949779870655e+00,7.613020000000000209e+01
3.848834767569759396e+00,3.030760000000000076e+01
8.741962960320501352e+00,6.943200000000000216e+01
3.763388529628596935e+00,2.961870000000000047e+01
4.952534079065987527e+00,3.912980000000000302e+01
6.372090598214198209e+00,5.048310000000000031e+01
2.013061203438742286e+00,1.563039999999999985e+01
2.369480729910726335e+00,1.847769999999999868e+01
2.799979985018889117e+00,2.191069999999999851e+01
4.177391886396002896e+00,3.293419999999999703e+01
6.327835602116946845e+00,5.012149999999999750e+01
2.291693044032374171e+00,1.786019999999999897e+01
2.376202836178818778e+00,1.853310000000000102e+01
1.129375627152250772e+01,8.985150000000000148e+01
5.372851444118299291e+00,4.248740000000000094e+01
1.875591573312827665e+00,1.452539999999999942e+01
2.475571520786969959e+00,1.932430000000000092e+01
3.998040508697275897e+00,3.149690000000000012e+01
4.707608899274159597e+00,3.716890000000000072e+01
3.681687190053418490e+00,2.897220000000000084e+01
2.110120272227554050e+00,1.640419999999999945e+01
3.215435818395507628e+00,2.523989999999999867e+01
3.101033555394557162e+00,2.431619999999999848e+01
3.550364096711268846e+00,2.791659999999999897e+01
1.702007376857706644e+00,1.313959999999999972e+01
2.568645681326235497e+00,2.007120000000000104e+01
1.248255064769092648e+00,9.519299999999999429e+00
1.489790830166515034e+00,1.144609999999999950e+01
4.067454573203604262e+00,3.205789999999999651e+01
2.269908419328412919e+00,1.766750000000000043e+01
1.701526472630457754e+00,1.314400000000000013e+01
2.101382900605375692e+00,1.633360000000000056e+01
4.505064458171362141e+00,3.555310000000000059e+01
3.052587113235122995e+00,2.391880000000000095e+01
2.560734344286971886e+00,2.000679999999999836e+01
3.324659493213791617e+00,2.610369999999999990e+01
2.370232737161563463e+00,1.848260000000000147e+01
2.445587598736657764e+00,1.908330000000000126e+01
6.142196095490911389e+00,4.863600000000000279e+01
2.095436931780486844e+00,1.628290000000000148e+01
2.596230543423358128e+00,2.027250000000000085e+01
2.263717777685955834e+00,1.762650000000000006e+01
1.933262683911710411e+00,1.499080000000000013e+01
4.734948324639754347e+00,3.738369999999999749e+01
3.310486471697791977e+00,2.598939999999999984e+01
2.065718904741488782e+00,1.604599999999999937e+01
5.647814721483134903e+00,4.468990000000000151e+01
2.846923817047818606e+00,2.228960000000000008e+01
2.853917372974211997e+00,2.235010000000000119e+01
1.451850855406126461e+00,1.114700000000000024e+01
1.474294209962927038e+00,1.132579999999999920e+01
2.395537491246892969e+00,1.868260000000000076e+01
4.117697549755272135e+00,3.245559999999999690e+01
4.807425988098080971e+00,3.795170000000000243e+01
3.940446608444592158e+00,3.103869999999999862e+01
2.557348502172558380e+00,1.998969999999999914e+01
2.171117693164107632e+00,1.689440000000000097e+01
1.838289617578335200e+00,1.422910000000000075e+01
2.958230002695288352e+00,2.318039999999999878e+01
4.080847714162031181e+00,3.216360000000000241e+01
6.384232405253309928e+00,5.057939999999999969e+01
3.760192102534875236e+00,2.958960000000000079e+01
3.306604681412865343e+00,2.597159999999999869e+01
1.269841473065254966e+01,1.010892999999999944e+02
1.541355847865491180e+00,1.184229999999999983e+01
3.853506717080857236e+00,3.033879999999999910e+01
2.523308778750830594e+00,1.970299999999999940e+01
9.776365293760298059e+00,7.770250000000000057e+01
2.429500222624751959e+00,1.894640000000000057e+01
6.033359378481336854e+00,4.778099999999999881e+01
2.670973324918584080e+00,2.089320000000000022e+01
2.030446155380891238e+00,1.577180000000000071e+01
3.484366075668773544e+00,2.738850000000000051e+01
5.323028897397446890e+00,4.210249999999999915e+01
3.501517775537177801e+00,2.752809999999999846e+01
5.929159818335937082e+00,4.693999999999999773e+01
2.497067811065755372e+00,1.949699999999999989e+01
1.864378743427913987e+00,1.444239999999999924e+01
3.698133978103849362e+00,2.909600000000000009e+01
9.627113527900480250e+00,7.652280000000000371e+01
1.687359585380864946e+00,1.301730000000000054e+01
2.616542964921981351e+00,2.046539999999999893e+01
1.837581872238073899e+01,1.465064000000000135e+02
